label,kode_gedung,nama_lokasi,provinsi,kawasan,area,alamat_lokasi,peruntukan,kab_kota,witel,kelas_berbayar,luasan_berbayar,keterangan,histori,simpan,id
3263201502 - GUDANG CIBATU - GUDANG,3263201502,GUDANG CIBATU,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA H. JUANDA, CIBATU - GARUT, KAB. GARUT",GUDANG,KAB. GARUT,PRIANGAN TIMUR,KELAS 5,10.90,AKTIF,,,ID002282
3263201503 - GEDUNG KOSONG CIBATU - IDLE,3263201503,GEDUNG KOSONG CIBATU,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA H. JUANDA, CIBATU - GARUT, KAB. GARUT",IDLE,KAB. GARUT,PRIANGAN TIMUR,KELAS 4,90.43,AKTIF,,,ID002283
3263201504 - HALAMAN STO CIBATU - HALAMAN,3263201504,HALAMAN STO CIBATU,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA H. JUANDA, CIBATU - GARUT, KAB. GARUT",HALAMAN,KAB. GARUT,PRIANGAN TIMUR,KELAS 6,898.66,AKTIF,,,ID002284
3263201601 - STO CIKAJANG - OFFICE,3263201601,STO CIKAJANG,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA SUKADANA NO. 63, KAB. GARUT",OFFICE,KAB. GARUT,PRIANGAN TIMUR,KELAS 4,209.25,AKTIF,,,ID002285
3263201602 - GUDANG CIKAJANG - GUDANG,3263201602,GUDANG CIKAJANG,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA SUKADANA NO. 63, KAB. GARUT",GUDANG,KAB. GARUT,PRIANGAN TIMUR,KELAS 5,19.12,AKTIF,,,ID002286
3263201603 - GEDUNG KOSONG CIKAJANG - IDLE,3263201603,GEDUNG KOSONG CIKAJANG,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA SUKADANA NO. 63, KAB. GARUT",IDLE,KAB. GARUT,PRIANGAN TIMUR,KELAS 4,144.21,AKTIF,,,ID002287
3263201604 - HALAMAN STO CIKAJANG - HALAMAN,3263201604,HALAMAN STO CIKAJANG,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA SUKADANA NO. 63, KAB. GARUT",HALAMAN,KAB. GARUT,PRIANGAN TIMUR,KELAS 6,669.97,AKTIF,,,ID002288
3263201701 - STO CISOMPET - OFFICE,3263201701,STO CISOMPET,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA CISOMPET WANASAYA NO. 23, KAB. GARUT",OFFICE,KAB. GARUT,PRIANGAN TIMUR,KELAS 4,153.87,AKTIF,,,ID002289
3263201702 - GEDUNG KOSONG CISOMPET - IDLE,3263201702,GEDUNG KOSONG CISOMPET,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA CISOMPET WANASAYA NO. 23, KAB. GARUT",IDLE,KAB. GARUT,PRIANGAN TIMUR,KELAS 4,78.52,AKTIF,,,ID002290
3263201703 - HALAMAN STO CISOMPET - HALAMAN,3263201703,HALAMAN STO CISOMPET,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA CISOMPET WANASAYA NO. 23, KAB. GARUT",HALAMAN,KAB. GARUT,PRIANGAN TIMUR,KELAS 6,980.02,AKTIF,,,ID002291
3263201801 - STO GARUT - OFFICE,3263201801,STO GARUT,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. CIKURAY, GARUT, KAB. GARUT",OFFICE,KAB. GARUT,PRIANGAN TIMUR,KELAS 4,347.92,AKTIF,,,ID002292
3263201802 - GUDANG STO GARUT - GUDANG,3263201802,GUDANG STO GARUT,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. CIKURAY, GARUT, KAB. GARUT",GUDANG,KAB. GARUT,PRIANGAN TIMUR,KELAS 5,17.59,AKTIF,,,ID002293
3263201803 - GEDUNG KOSONG STO GARUT - IDLE,3263201803,GEDUNG KOSONG STO GARUT,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. CIKURAY, GARUT, KAB. GARUT",IDLE,KAB. GARUT,PRIANGAN TIMUR,KELAS 4,191.59,AKTIF,,,ID002294
3263201901 - STO KARANG NUNGGAL - OFFICE,3263201901,STO KARANG NUNGGAL,JAWA BARAT,PRIANGANTIMUR,TR3,JL. RAYA KARANG NUNGGAL NO. 88 B. KAB. TASIKMLAYA,OFFICE,KAB. TASIKMALAYA,PRIANGAN TIMUR,KELAS 4,132.65,AKTIF,,,ID002295
3263201902 - GEDUNG KOSONG KARANG NUNGGAL - IDLE,3263201902,GEDUNG KOSONG KARANG NUNGGAL,JAWA BARAT,PRIANGANTIMUR,TR3,JL. RAYA KARANG NUNGGAL NO. 88 B. KAB. TASIKMLAYA,IDLE,KAB. TASIKMALAYA,PRIANGAN TIMUR,KELAS 4,133.86,AKTIF,,,ID002296
3263202001 - STO LIMBANGAN - OFFICE,3263202001,STO LIMBANGAN,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA LIMBANGAN, GARUT, KAB. GARUT",OFFICE,KAB. GARUT,PRIANGAN TIMUR,KELAS 4,262.02,AKTIF,,,ID002297
3263202002 - GUDANG LIMBANGAN - GUDANG,3263202002,GUDANG LIMBANGAN,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA LIMBANGAN, GARUT, KAB. GARUT",GUDANG,KAB. GARUT,PRIANGAN TIMUR,KELAS 5,30.17,AKTIF,,,ID002298
3263202003 - GEDUNG KOSONG LIMBANGAN - IDLE,3263202003,GEDUNG KOSONG LIMBANGAN,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA LIMBANGAN, GARUT, KAB. GARUT",IDLE,KAB. GARUT,PRIANGAN TIMUR,KELAS 4,116.85,AKTIF,,,ID002299
3263202004 - HALAMAN STO LIMBANGAN - HALAMAN,3263202004,HALAMAN STO LIMBANGAN,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA LIMBANGAN, GARUT, KAB. GARUT",HALAMAN,KAB. GARUT,PRIANGAN TIMUR,KELAS 6,778.84,AKTIF,,,ID002300
3263202101 - STO MALANGBONG - OFFICE,3263202101,STO MALANGBONG,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA CIPEUYEUM NO. 21, MALAMBONG - GARUT, KAB. GARUT",OFFICE,KAB. GARUT,PRIANGAN TIMUR,KELAS 4,192.00,AKTIF,,,ID002301
3263202102 - GUDANG MALANGBONG - GUDANG,3263202102,GUDANG MALANGBONG,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA CIPEUYEUM NO. 21, MALAMBONG - GARUT, KAB. GARUT",GUDANG,KAB. GARUT,PRIANGAN TIMUR,KELAS 5,39.95,AKTIF,,,ID002302
3263202103 - GEDUNG KOSONG MALANGBONG - IDLE,3263202103,GEDUNG KOSONG MALANGBONG,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA CIPEUYEUM NO. 21, MALAMBONG - GARUT, KAB. GARUT",IDLE,KAB. GARUT,PRIANGAN TIMUR,KELAS 4,145.05,AKTIF,,,ID002303
3263202104 - HALAMAN STO MALANGBONG - HALAMAN,3263202104,HALAMAN STO MALANGBONG,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA CIPEUYEUM NO. 21, MALAMBONG - GARUT, KAB. GARUT",HALAMAN,KAB. GARUT,PRIANGAN TIMUR,KELAS 6,"1,159.60",AKTIF,,,ID002304
3263202201 - STO MANONJAYA - OFFICE,3263202201,STO MANONJAYA,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAA WIRA ADININGRAT NO. 208, TASIKMALAYA KOTA",OFFICE,KOTA TASIKMALAYA,PRIANGAN TIMUR,KELAS 4,119.97,AKTIF,,,ID002305
3263202202 - GUDANG MANONJAYA - GUDANG,3263202202,GUDANG MANONJAYA,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAA WIRA ADININGRAT NO. 208, TASIKMALAYA KOTA",GUDANG,KOTA TASIKMALAYA,PRIANGAN TIMUR,KELAS 5,12.39,AKTIF,,,ID002306
3263202203 - HALAMAN STO MANONJAYA - HALAMAN,3263202203,HALAMAN STO MANONJAYA,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAA WIRA ADININGRAT NO. 208, TASIKMALAYA KOTA",HALAMAN,KOTA TASIKMALAYA,PRIANGAN TIMUR,KELAS 6,379.77,AKTIF,,,ID002307
3263202301 - STO PAMENGPEUK - OFFICE,3263202301,STO PAMENGPEUK,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA PAMENGPEUK NO. 26, KAB. GARUT",OFFICE,KAB. GARUT,PRIANGAN TIMUR,KELAS 4,360.17,AKTIF,,,ID002308
3263202302 - GUDANG PAMENGPEUK - GUDANG,3263202302,GUDANG PAMENGPEUK,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA PAMENGPEUK NO. 26, KAB. GARUT",GUDANG,KAB. GARUT,PRIANGAN TIMUR,KELAS 5,43.43,AKTIF,,,ID002309
3263202303 - GEDUNG KOSONG PAMENGPEUK - IDLE,3263202303,GEDUNG KOSONG PAMENGPEUK,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA PAMENGPEUK NO. 26, KAB. GARUT",IDLE,KAB. GARUT,PRIANGAN TIMUR,KELAS 4,157.18,AKTIF,,,ID002310
3263202304 - HALAMAN STO PAMENGPEUK - HALAMAN,3263202304,HALAMAN STO PAMENGPEUK,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. RAYA PAMENGPEUK NO. 26, KAB. GARUT",HALAMAN,KAB. GARUT,PRIANGAN TIMUR,KELAS 6,"4,528.99",AKTIF,,,ID002311
3263202401 - STO PANGANDARAN - OFFICE,3263202401,STO PANGANDARAN,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. KIDANG PANANJUNG NO. 65, RT. 001/006, KEL. PANGANDARAN, KEC. PANGANDARAN, KAB. CIAMIS",OFFICE,KAB. CIAMIS,PRIANGAN TIMUR,KELAS 4,368.44,AKTIF,,,ID002312
3263202402 - GUDANG PANGANDARAN - GUDANG,3263202402,GUDANG PANGANDARAN,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. KIDANG PANANJUNG NO. 65, RT. 001/006, KEL. PANGANDARAN, KEC. PANGANDARAN, KAB. CIAMIS",GUDANG,KAB. CIAMIS,PRIANGAN TIMUR,KELAS 5,9.17,AKTIF,,,ID002313
3263202403 - GEDUNG KOSONG PANGANDARAN - IDLE,3263202403,GEDUNG KOSONG PANGANDARAN,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. KIDANG PANANJUNG NO. 65, RT. 001/006, KEL. PANGANDARAN, KEC. PANGANDARAN, KAB. CIAMIS",IDLE,KAB. CIAMIS,PRIANGAN TIMUR,KELAS 4,446.28,AKTIF,,,ID002314
3263202404 - HALAMAN STO PANGANDARAN - HALAMAN,3263202404,HALAMAN STO PANGANDARAN,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. KIDANG PANANJUNG NO. 65, RT. 001/006, KEL. PANGANDARAN, KEC. PANGANDARAN, KAB. CIAMIS",HALAMAN,KAB. CIAMIS,PRIANGAN TIMUR,KELAS 6,"1,277.93",AKTIF,,,ID002315
3263202501 - STO RAJAPOLAH - OFFICE,3263202501,STO RAJAPOLAH,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. MERGASARI RT. 003 / 008, KAB. TASIKMALAYA",OFFICE,KAB. TASIKMALAYA,PRIANGAN TIMUR,KELAS 4,142.65,AKTIF,,,ID002316
3263202502 - GUDANG RAJAPOLAH - GUDANG,3263202502,GUDANG RAJAPOLAH,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. MERGASARI RT. 003 / 008, KAB. TASIKMALAYA",GUDANG,KAB. TASIKMALAYA,PRIANGAN TIMUR,KELAS 5,9.98,AKTIF,,,ID002317
3263202503 - GEDUNG KOSONG RAJAPOLAH - IDLE,3263202503,GEDUNG KOSONG RAJAPOLAH,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. MERGASARI RT. 003 / 008, KAB. TASIKMALAYA",IDLE,KAB. TASIKMALAYA,PRIANGAN TIMUR,KELAS 4,13.66,AKTIF,,,ID002318
3263202601 - STO TASIKMALAYA - POP ETC,3263202601,STO TASIKMALAYA,JAWA BARAT,PRIANGANTIMUR,TR3,"JL. OTISTA NO. 4, TASIKMLAYA KOTA",POP ETC,KOTA TASIKMALAYA,PRIANGAN TIMUR,KELAS 3,105.00,AKTIF,,,ID002319
3263202602 - GUDANG CCAN TASIKMALAYA - GUDANG,3263202602,GUDANG CCAN TASIKMALAYA,JAWA BARAT,PRIANGANTIMUR,TR3,JL. OTTO ISKANDARDINATA,GUDANG,KOTA TASIKMALAYA,PRIANGAN TIMUR,KELAS 5,10.29,AKTIF,,,ID002320
3263202603 - CCAN TASIKMALAYA - OFFICE,3263202603,CCAN TASIKMALAYA,JAWA BARAT,PRIANGANTIMUR,TR3,JL. OTTO ISKANDARDINATA,OFFICE,KOTA TASIKMALAYA,PRIANGAN TIMUR,KELAS 4,246.93,AKTIF,,,ID002321
